SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,Investorname,InvestmentnType,AmountinUSD,Remarks,State
183,25-07-2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Angel Funding,1250000,nan,Karnataka
184,25-07-2018,iqlect,Technology,Data Analytics Firm,Bangalore,Ventureast and Exfinity,Angel Funding,2500000,nan,Karnataka
185,26-07-2018,Entropik,IT,Software-As-A-Service Platform,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Angel Funding,1100000,nan,Karnataka
186,26-07-2018,Bitla Software,Technology,Travel-Focused Tech Startup,Bangalore,MakeMyTrip,Private Equity Round,N/A,nan,Karnataka
187,26-07-2018,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity Round,500000,nan,Telangana
188,30-07-2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurgaon,Amazon Alexa Fund & Dentsu Ventures,Private Equity Round,11000000,nan,Haryana
189,30-07-2018,Cure Fit,Consumer Internet,Health and fitness Platform,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity Round,120000000,nan,Karnataka
190,31-07-2018,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity Round,100000000,nan,Tamil Nadu
191,31-07-2018,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Angel Funding,5000000,nan,Telangana
192,01-06-2018,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurgaon,"Sabre Partners, Puneet Dalmia & Others",Private Equity Round,10000000,nan,Haryana
193,04-06-2018,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bangalore,Aspire Logistics LLC,Angel Funding,125000,nan,Karnataka
194,04-06-2018,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Angel Funding,N/A,nan,Srinagar
195,05-06-2018,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Angel Funding,N/A,nan,Maharashtra
196,05-06-2018,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Angel Funding,N/A,nan,Maharashtra
197,07-06-2018,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity Round,23000000,nan,Odisha
198,07-06-2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity Round,11500000,nan,Karnataka
199,10-06-2018,AyeFinance,Finance,Online Lending Platform,Gurgaon,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity Round,21500000,nan,Haryana
200,11-06-2018,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Angel Funding,N/A,nan,Telangana
201,12-06-2018,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity Round,14800000,nan,Maharashtra
202,12-06-2018,eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity Round,10100000,nan,Tamil Nadu
203,12-06-2018,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bangalore,Saama Capital and Sequoia Capital,Angel Funding,3000000,nan,Karnataka
204,13-06-2018,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurgaon,"Spiral Ventures, Subho Ray and Samir Kumar",Angel Funding,"3,000,00",nan,Haryana
205,13-06-2018,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Angel Funding,450000,nan,Uttar Pradesh
206,13-06-2018,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurgaon,Rannvijay Singha,Angel Funding,N/A,nan,Haryana
207,14-06-2018,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand Capital,Angel Funding,3450000,nan,Karnataka
208,14-06-2018,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity Round,4800000,nan,Maharashtra
209,18-06-2018,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity Round,21000000,nan,Punjab
210,18-06-2018,Elucidata,IT,Data Analytics (SaaS),Delhi,Hyperplane Venture Capital and several angel investors,Angel Funding,1700000,nan,Delhi
211,19-06-2018,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Angel Funding,N/A,nan,Maharashtra
212,19-06-2018,RentSher,Consumer Internet,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",Angel Funding,1100000,nan,Karnataka
213,20-06-2018,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity Round,15000000,nan,Maharashtra
214,22-06-2018,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity Round,9100000,nan,Karnataka
215,25-06-2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity Round,200000000,nan,Haryana
216,25-06-2018,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,Private Equity Round,4000000,nan,Karnataka
217,25-06-2018,Sqqrl,Finance,App-based investment platform,Gurgaon,Equanimity Venture Fund,Angel Funding,1000000,nan,Haryana
218,26-06-2018,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity Round,8950000,nan,Uttar Pradesh
219,26-06-2018,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity Round,19000000,nan,Karnataka
220,27-06-2018,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity Round,4500000,nan,Maharashtra
221,28-06-2018,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bangalore,Speciale Invest & Others,Angel Funding,1100000,nan,Karnataka
222,28-06-2018,Edureka,Ed-Tech,Online Education Platform,Bangalore,Leo Capital,Angel Funding,2000000,nan,Karnataka
223,29-06-2018,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkata,Shiva Gunapu & Others,Angel Funding,N/A,nan,West Bengal
224,02-05-2018,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed Funding,450000,nan,Tamil Nadu
225,02-05-2018,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity Round,22000000,nan,Maharashtra
226,03-05-2018,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed Funding,2500000,nan,Tamil Nadu
227,07-05-2018,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,N/A,Seed Funding,225000,nan,Maharashtra
228,09-05-2018,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed Funding,1000000,nan,Maharashtra
229,11-05-2018,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed Funding,949000,nan,Maharashtra
230,14-05-2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity Round,24000000,nan,Maharashtra
231,16-05-2018,mfine,Healthcare,Doctor-Consultation App,Bangalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity Round,4200000,nan,Karnataka
232,21-05-2018,Rocketium,Technology,Online Video Creation Platform,Bangalore,Blume ventures,Angel Funding,300000,nan,Karnataka
233,21-05-2018,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurgaon,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity Round,7000000,nan,Haryana
234,22-05-2018,Vola,Finance,Micro Lending Platform,Bangalore,Credika and unnamed angel investors,Angel Funding,500000,nan,Karnataka
235,22-05-2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bangalore,LetsVenture,Angel Funding,735000,nan,Karnataka
236,23-05-2018,Edyoo,E-Commerce,Products For Shoolgoing Children,Bangalore,RS Shanbag,Angel Funding,735000,nan,Karnataka
237,23-05-2018,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Angel Funding,2000000,nan,West Bengal
238,24-05-2018,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Angel Funding,2000000,nan,Delhi
239,24-05-2018,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Angel Funding,293000,nan,Delhi
240,27-05-2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Angel Funding,12000000,nan,Maharashtra
241,28-05-2018,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Angel Funding,200000,nan,Maharashtra
242,29-05-2018,Toffee,Consumer Internet,Online Insurance Platform,Gurgaon,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Angel Funding,1500000,nan,Haryana
243,29-05-2018,Tonetag,Technology,Mobile Payments Technology Platform,Bangalore,Amazon Inc. and Mastercard,Private Equity Round,8000000,nan,Karnataka
244,30-05-2018,Events High,Consumer Internet,Events and Activities Discovery Platform,Bangalore,Treebo,Private Equity Round,N/A,nan,Karnataka
245,30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bangalore,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity Round,14000000,nan,Karnataka
246,31-05-2018,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Angel Funding,"13,000,00",nan,Telangana
247,02-04-2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity Round,2000000,nan,Maharashtra
248,02-04-2018,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed Funding,307600,nan,Tamil Nadu
249,02-04-2018,Benepik,Technology,Enhanced Employee Engagement Platform,Gurgaon,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed Funding,N/A,nan,Haryana
250,02-04-2018,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bangalore,N/A,Seed Funding,1300000,nan,Karnataka
251,04-04-2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bangalore,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity Round,55000000,nan,Karnataka
252,05-04-2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed Funding,150000,nan,Telangana
253,05-04-2018,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity Round,10000000,nan,Karnataka
254,09-04-2018,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed Funding,2800000,nan,Tamil Nadu
255,09-04-2018,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed Funding,"1,000,000,",nan,Maharashtra
256,09-04-2018,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed Funding,N/A,nan,Maharashtra
257,09-04-2018,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,N/A,Seed Funding,46140,nan,Delhi
258,10-04-2018,Loanzen,Finance,Digital Lending Platform In Logistics,Bangalore,Kae Capital Management,Seed Funding,N/A,nan,Karnataka
259,10-04-2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurgaon,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity Round,12000000,nan,Haryana
260,12-04-2018,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed Funding,1000000,nan,Delhi
261,12-04-2018,AyeFinance,Finance,Online Lending Platform,Gurgaon,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt,"46,000,00",nan,Haryana
262,13-04-2018,mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed Funding,2000000,nan,Maharashtra
263,16-04-2018,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed Funding,500000,nan,Delhi
264,16-04-2018,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bangalore,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed Funding,N/A,nan,Karnataka
265,18-04-2018,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity Round,22000000,nan,Maharashtra
266,19-04-2018,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity Round,N/A,nan,Haryana
267,19-04-2018,mamaearth,Healthcare,Online Baby care Products,Gurgaon,Shilpa Shetty Kundra,Private Equity Round,N/A,nan,Haryana
268,19-04-2018,Fyle Technologies,Technology,AI Based Expense Management Platform,Bangalore,Pravega Ventures and Beenext,Seed Funding,"11,000,00",nan,Karnataka
269,19-04-2018,True Balance,Technology,Mobile Balance Checking App,Gurgaon,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity Round,23000000,nan,Haryana
270,22-04-2018,Visit,Healthcare,AI Driven Health tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity Round,N/A,nan,Delhi
271,22-04-2018,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed Funding,1900000,nan,Maharashtra
272,22-04-2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity Round,11000000,nan,Maharashtra
273,23-04-2018,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,N/A,Seed Funding,150000,nan,Maharashtra
274,23-04-2018,Capital Float,Finance,Online Lending Platform,Bangalore,Amazon,Private Equity Round,22000000,nan,Karnataka
275,25-04-2018,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed Funding,246000,nan,Delhi
276,26-04-2018,POPxo,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity Round,5500000,nan,Delhi
277,26-04-2018,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity Round,N/A,nan,Uttar Pradesh
278,27-04-2018,1mg,Consumer Internet,Online Pharmacy Store,Gurgaon,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity Round,10000000,nan,Haryana
279,29-04-2018,Rubique,Consumer Internet,Online Lending MarketPlace,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity Round,N/A,nan,Maharashtra
280,30-04-2018,Samco,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity Round,7500000,nan,Maharashtra
281,30-04-2018,MyLoanCare,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Seed Funding,978000,nan,Haryana
282,01-03-2018,PharmEasy,Consumer Internet,Online Pharmacy Store,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity Round,N/A,nan,Maharashtra
283,01-03-2018,Buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity Round,3000000,nan,Uttar Pradesh
284,01-03-2018,Urban Ladder,E-Commerce,Online Furniture Store,Bangalore,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity Round,12000000,nan,Karnataka
285,03-03-2018,Kuvera,Consumer Internet,Online Financial Planning,Bangalore,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed Funding,250000,nan,Karnataka
286,04-03-2018,Gramophone,Technology,Agri-tech,Indore,InfoEdge,Angel Funding,1000000,nan,Madhya Pradesh
287,05-03-2018,Wellthy,Healthcare,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity Round,2100000,nan,Maharashtra
288,05-03-2018,MedGenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bangalore,"HDFC Life, HDFC Asset Management",Private Equity Round,10000000,nan,Karnataka
289,05-03-2018,Finova Capital,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity Round,6000000,nan,Rajasthan
290,05-03-2018,Hotelogix,Technology,Cloud based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity Round,5000000,nan,Uttar Pradesh
291,04-03-2018,Livehealth,Consumer Internet,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Seed Funding,1100000,nan,Maharashtra
292,06-03-2018,Ad2pro,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Avendus Finance Pvt. Ltd,Debt,9700000,nan,Tamil Nadu
293,06-03-2018,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,Aegon NV,Private Equity Round,7600000,nan,Maharashtra
294,08-03-2018,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Private Equity Round,38400000,nan,Maharashtra
295,08-03-2018,Magicpin,Consumer Internet,Hyperlocal Discovery,Gurgaon,Trifecta Capital,Debt,1000000,nan,Haryana
296,12-03-2018,HealthCare,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Seed Funding,1000000,nan,Maharashtra
297,13-03-2018,PineLabs,Technology,Digital Payment Platform,Mumbai,"Actis, Altimeter Capital",Private Equity Round,82000000,nan,Maharashtra
